structure,structure_id,action,freq,ref_area,value,unit_measure,time_period,obs_value,unit_mult,breaks,coverage,title_ts,obs_status,obs_conf,obs_pre_break
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2020-Q3,2.3364,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2020-Q4,2.4178,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2021-Q1,0.3501,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2021-Q2,0.7063,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2021-Q3,0.7471,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2021-Q4,0.457,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2022-Q1,0.6217,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2022-Q2,-0.9595,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2022-Q3,-2.1993,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2022-Q4,-1.0549,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2023-Q1,-1.4359,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2023-Q2,0.6416,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2023-Q3,1.6652,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2023-Q4,0.9944,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2024-Q1,3.1526,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2024-Q2,4.3258,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2024-Q3,5.9635,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2024-Q4,8.7997,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2025-Q1,9.3129,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2025-Q2,10.3945,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2025-Q3,9.7602,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,ES: Spain,R: Real,"771: Year-on-year changes, in per cent",2025-Q4,9.5689,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1955-Q1,12.6625,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1955-Q2,13.0947,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1955-Q3,13.509,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1955-Q4,14.1134,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1956-Q1,14.5879,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1956-Q2,15.2501,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1956-Q3,16.106,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1956-Q4,17.1175,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1957-Q1,17.9545,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1957-Q2,18.692,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1957-Q3,19.3889,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1957-Q4,20.7359,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1958-Q1,22.077,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1958-Q2,23.3128,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1958-Q3,24.4646,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1958-Q4,25.7054,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1959-Q1,27.1387,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1959-Q2,28.5884,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1959-Q3,29.9318,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1959-Q4,31.1929,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1960-Q1,32.2073,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1960-Q2,34.3203,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1960-Q3,36.5231,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1960-Q4,39.9262,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1961-Q1,42.6336,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1961-Q2,45.6751,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1961-Q3,48.0695,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1961-Q4,48.597,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1962-Q1,50.333,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1962-Q2,51.5219,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1962-Q3,53.0175,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1962-Q4,54.4115,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1963-Q1,53.827,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1963-Q2,54.8187,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1963-Q3,56.2845,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1963-Q4,57.5276,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1964-Q1,59.3261,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1964-Q2,60.5561,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1964-Q3,62.0947,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1964-Q4,62.7744,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1965-Q1,63.7586,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1965-Q2,63.2761,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1965-Q3,64.0474,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1965-Q4,63.949,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1966-Q1,64.0146,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1966-Q2,64.4924,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1966-Q3,65.697,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1966-Q4,66.7772,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1967-Q1,67.344,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1967-Q2,70.072,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1967-Q3,72.3993,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1967-Q4,73.2067,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1968-Q1,74.7294,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1968-Q2,77.7495,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1968-Q3,80.2992,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1968-Q4,82.7989,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1969-Q1,86.1517,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1969-Q2,89.6165,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1969-Q3,92.2396,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1969-Q4,95.7105,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1970-Q1,97.4678,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1970-Q2,100.5088,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1970-Q3,104.7421,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1970-Q4,105.9025,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1971-Q1,108.3291,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1971-Q2,110.3274,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1971-Q3,112.9774,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1971-Q4,115.1834,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1972-Q1,118.3767,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1972-Q2,121.0162,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1972-Q3,125.0855,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1972-Q4,134.8142,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1973-Q1,142.2956,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1973-Q2,146.5214,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1973-Q3,153.1654,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1973-Q4,153.0538,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1974-Q1,145.6404,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1974-Q2,140.5607,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1974-Q3,136.6606,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1974-Q4,127.3484,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1975-Q1,121.146,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1975-Q2,118.2772,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1975-Q3,117.3649,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1975-Q4,114.8641,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1976-Q1,112.7556,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1976-Q2,110.3193,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1976-Q3,109.8089,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1976-Q4,108.3847,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1977-Q1,107.142,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1977-Q2,105.4571,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1977-Q3,106.1726,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1977-Q4,106.4602,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1978-Q1,107.1862,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1978-Q2,106.7344,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1978-Q3,107.6625,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1978-Q4,109.5417,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1979-Q1,111.9154,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1979-Q2,112.4063,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1979-Q3,114.3404,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1979-Q4,116.2154,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1980-Q1,117.6414,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1980-Q2,117.7351,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1980-Q3,120.2159,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1980-Q4,121.8849,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1981-Q1,123.8945,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1981-Q2,124.8522,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
dataflow,BIS:WS_SPP(1.0): Selected residential property prices,I,Q: Quarterly,JP: Japan,R: Real,"628: Index, 2010 = 100",1981-Q3,127.3378,0: Units,NA,NA,NA,A: Normal value,F: Free,NA
